"Name","Live Bytes","Live Objects"
"org.springframework.web.util.pattern.WildcardTheRestPathElement","224 B (0%)","7 (0%)"
"java.util.concurrent.atomic.DoubleAdder","224 B (0%)","7 (0%)"
"com.groww.credit.vendor.abfl.infrastructure.configs.AbflConfig$$SpringCGLIB$$0","216 B (0%)","1 (0%)"
"org.springframework.jndi.JndiTemplate","216 B (0%)","9 (0%)"
"org.springframework.context.support.ApplicationContextAwareProcessor","216 B (0%)","9 (0%)"
"org.aspectj.bridge.IMessage$Kind","216 B (0%)","9 (0%)"
"org.aspectj.apache.bcel.generic.BasicType","216 B (0%)","9 (0%)"
"org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl","216 B (0%)","3 (0%)"
"org.springframework.context.support.PropertySourcesPlaceholderConfigurer$$Lambda.0x0000007001438dc8","216 B (0%)","9 (0%)"
"java.net.NetPermission","216 B (0%)","9 (0%)"
"org.springframework.cloud.openfeign.FeignClientSpecification","216 B (0%)","9 (0%)"
"org.springframework.beans.factory.support.AbstractBeanFactory$BeanPostProcessorCacheAwareList","216 B (0%)","9 (0%)"
"org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver","216 B (0%)","9 (0%)"
"sun.rmi.runtime.Log$LoggerLog","216 B (0%)","9 (0%)"
"java.nio.file.attribute.PosixFilePermission","216 B (0%)","9 (0%)"
"org.apache.kafka.common.config.ConfigDef$Type","216 B (0%)","9 (0%)"
"org.springframework.beans.support.ResourceEditorRegistrar","216 B (0%)","9 (0%)"
"org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker","216 B (0%)","9 (0%)"
"java.util.regex.Pattern$Prolog","216 B (0%)","9 (0%)"
"ch.qos.logback.core.rolling.helper.PeriodicityType","216 B (0%)","9 (0%)"
"sun.security.provider.NativePRNG$RandomIO","216 B (0%)","3 (0%)"
"org.springframework.beans.TypeConverterDelegate","216 B (0%)","9 (0%)"
"org.springframework.cloud.openfeign.FeignCircuitBreakerDisabledConditions","216 B (0%)","9 (0%)"
"java.lang.reflect.AccessFlag$Location","216 B (0%)","9 (0%)"
"org.springframework.core.env.SystemEnvironmentPropertySource","216 B (0%)","9 (0%)"
"org.aspectj.weaver.MemberKind","216 B (0%)","9 (0%)"
"org.redisson.connection.ServiceManager","208 B (0%)","2 (0%)"
"jdk.proxy2.$Proxy184","208 B (0%)","13 (0%)"
"org.springframework.expression.spel.standard.TokenKind[]","208 B (0%)","1 (0%)"
"org.redisson.client.protocol.decoder.StringMapDataDecoder","208 B (0%)","13 (0%)"
"org.checkerframework.checker.units.qual.Prefix[]","208 B (0%)","2 (0%)"
"java.text.NumberFormat$Field","208 B (0%)","13 (0%)"
"io.undertow.websockets.jsr.ServerWebSocketContainer","208 B (0%)","2 (0%)"
"jdk.proxy1.$Proxy214","208 B (0%)","13 (0%)"
"sun.security.provider.Sun","208 B (0%)","2 (0%)"
"long[][]","208 B (0%)","3 (0%)"
"org.redisson.client.protocol.decoder.StringMapDataDecoder$1","208 B (0%)","13 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$SoftKeyReference","200 B (0%)","5 (0%)"
"io.swagger.v3.oas.annotations.responses.ApiResponse[]","200 B (0%)","9 (0%)"
"jdk.xml.internal.XMLSecurityManager","200 B (0%)","5 (0%)"
"java.text.DateFormat$Field[]","200 B (0%)","2 (0%)"
"org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter","200 B (0%)","5 (0%)"
"sun.util.locale.provider.LocaleProviderAdapter$Type","200 B (0%)","5 (0%)"
"com.fasterxml.jackson.core.Version","200 B (0%)","5 (0%)"
"java.io.BufferedOutputStream","200 B (0%)","5 (0%)"
"sun.util.locale.provider.LocaleResources","200 B (0%)","5 (0%)"
"sun.security.ssl.CipherSuite$MacAlg","200 B (0%)","5 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LI","200 B (0%)","5 (0%)"
"org.springframework.boot.logging.logback.RollingPolicySystemProperty","200 B (0%)","5 (0%)"
"com.fasterxml.jackson.core.JsonEncoding","200 B (0%)","5 (0%)"
"org.springframework.util.ConcurrentLruCache","192 B (0%)","4 (0%)"
"io.undertow.servlet.handlers.ServletChain","192 B (0%)","4 (0%)"
"jdk.proxy2.$Proxy201","192 B (0%)","12 (0%)"
"org.hibernate.validator.resourceloading.PlatformResourceBundleLocator","192 B (0%)","6 (0%)"
"feign.ReflectiveFeign$FeignInvocationHandler","192 B (0%)","8 (0%)"
"org.springframework.data.redis.core.convert.RedisCustomConversions","192 B (0%)","3 (0%)"
"org.springframework.http.converter.StringHttpMessageConverter","192 B (0%)","6 (0%)"
"org.springframework.web.servlet.handler.SimpleUrlHandlerMapping","192 B (0%)","2 (0%)"
"feign.ResponseInterceptor$$Lambda.0x000000700179c238","192 B (0%)","8 (0%)"
"jdk.proxy2.$Proxy186","192 B (0%)","12 (0%)"
"jdk.proxy2.$Proxy156","192 B (0%)","12 (0%)"
"org.springframework.boot.context.properties.source.SpringConfigurationPropertySource","192 B (0%)","8 (0%)"
"org.springframework.http.MediaType[]","192 B (0%)","8 (0%)"
"boolean[][]","192 B (0%)","3 (0%)"
"io.prometheus.client.Collector$Type","192 B (0%)","8 (0%)"
"org.springframework.web.servlet.handler.PathPatternMatchableHandlerMapping","192 B (0%)","8 (0%)"
"com.sun.management.internal.GcInfoCompositeData","192 B (0%)","6 (0%)"
"org.redisson.connection.ConnectionsHolder","192 B (0%)","4 (0%)"
"feign.RequestTemplateFactoryResolver$BuildTemplateByResolvingArgs","192 B (0%)","6 (0%)"
"feign.form.multipart.DelegateWriter","192 B (0%)","8 (0%)"
"feign.codec.ErrorDecoder$Default","192 B (0%)","8 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType","192 B (0%)","6 (0%)"
"com.fasterxml.jackson.core.util.JacksonFeatureSet","192 B (0%)","12 (0%)"
"org.springframework.web.bind.annotation.RequestMethod","192 B (0%)","8 (0%)"
"feign.Target$HardCodedTarget","192 B (0%)","8 (0%)"
"com.fasterxml.jackson.core.JsonParser$Feature[]","192 B (0%)","2 (0%)"
"java.net.SocksSocketImpl","192 B (0%)","3 (0%)"
"org.springframework.web.servlet.resource.PathResourceResolver","192 B (0%)","6 (0%)"
"org.springframework.web.servlet.resource.DefaultResourceTransformerChain","192 B (0%)","8 (0%)"
"com.sun.proxy.jdk.proxy1.$Proxy221","192 B (0%)","12 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.UndertowWebServerFactoryCustomizer$ServerOptions$$Lambda.0x00000070016b9e18","192 B (0%)","8 (0%)"
"javax.management.StandardEmitterMBean","192 B (0%)","6 (0%)"
"java.io.ObjectInputStream$FieldValues[]","192 B (0%)","8 (0%)"
"okhttp3.Protocol","192 B (0%)","6 (0%)"
"feign.form.spring.SpringFormEncoder","192 B (0%)","8 (0%)"
"java.text.DateFormatSymbols","192 B (0%)","3 (0%)"
"io.undertow.servlet.core.ContextClassLoaderSetupAction$1","192 B (0%)","8 (0%)"
"org.hibernate.validator.internal.properties.javabean.JavaBeanField","192 B (0%)","6 (0%)"
"jakarta.validation.ElementKind","192 B (0%)","8 (0%)"
"sun.security.x509.AuthorityInfoAccessExtension","192 B (0%)","6 (0%)"
"java.time.format.TextStyle","192 B (0%)","6 (0%)"
"org.aspectj.weaver.internal.tools.PointcutExpressionImpl","192 B (0%)","6 (0%)"
"java.nio.DirectByteBufferR","192 B (0%)","3 (0%)"
"jdk.proxy2.$Proxy87","192 B (0%)","12 (0%)"
"org.springframework.data.redis.core.StringRedisTemplate","192 B (0%)","2 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation","192 B (0%)","8 (0%)"
"org.springframework.boot.logging.DeferredLog","192 B (0%)","8 (0%)"
"java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle","192 B (0%)","6 (0%)"
"java.io.ObjectOutputStream$ReplaceTable","192 B (0%)","8 (0%)"
"io.micrometer.common.util.internal.logging.LocationAwareSlf4JLogger","192 B (0%)","8 (0%)"
"org.springframework.core.io.Resource[]","192 B (0%)","8 (0%)"
"io.opentelemetry.api.common.AttributeType","192 B (0%)","8 (0%)"
"io.netty.util.concurrent.DefaultThreadFactory","192 B (0%)","6 (0%)"
"com.google.gson.internal.bind.TypeAdapters$32","192 B (0%)","8 (0%)"
"feign.form.MultipartFormContentProcessor","192 B (0%)","8 (0%)"
"jdk.proxy2.$Proxy196","176 B (0%)","11 (0%)"
"redis.clients.jedis.JedisPool","176 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy151","176 B (0%)","11 (0%)"
"jdk.proxy2.$Proxy116","176 B (0%)","11 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader","176 B (0%)","2 (0%)"
"java.util.EnumMap$EntrySet","176 B (0%)","11 (0%)"
"jdk.proxy2.$Proxy94","176 B (0%)","11 (0%)"
"jdk.proxy2.$Proxy68","176 B (0%)","11 (0%)"
"sun.security.provider.NativePRNG","176 B (0%)","11 (0%)"
"java.math.BigInteger[][]","168 B (0%)","1 (0%)"
"io.micrometer.prometheus.PrometheusMeterRegistry$$Lambda.0x0000007001a163a8","168 B (0%)","7 (0%)"
"jakarta.validation.constraintvalidation.ValidationTarget[]","168 B (0%)","7 (0%)"
"com.fasterxml.jackson.annotation.PropertyAccessor","168 B (0%)","7 (0%)"
"org.springframework.aop.framework.AdvisedSupport$AdvisorKeyEntry","168 B (0%)","7 (0%)"
"org.yaml.snakeyaml.scanner.Constant","168 B (0%)","7 (0%)"
"jdk.net.ExtendedSocketOptions$ExtSocketOption","168 B (0%)","7 (0%)"
"org.apache.kafka.common.telemetry.ClientTelemetryState","168 B (0%)","7 (0%)"
"ch.qos.logback.classic.Level","168 B (0%)","7 (0%)"
"org.apache.kafka.common.network.ChannelState$State","168 B (0%)","7 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$OptimalPropertyAccessor","168 B (0%)","7 (0%)"
"org.springframework.context.event.ApplicationListenerMethodAdapter","168 B (0%)","3 (0%)"
"com.fasterxml.jackson.core.util.DefaultIndenter","168 B (0%)","7 (0%)"
"sun.rmi.transport.Target","168 B (0%)","3 (0%)"
"org.springframework.http.converter.ResourceRegionHttpMessageConverter","168 B (0%)","7 (0%)"
"com.fasterxml.jackson.annotation.JsonInclude$Include","168 B (0%)","7 (0%)"
"io.github.rohitect.kraven.springboot.KravenUiAutoConfiguration$$SpringCGLIB$$FastClass$$0","168 B (0%)","7 (0%)"
"io.github.rohitect.kraven.springboot.KravenUiAutoConfiguration$$SpringCGLIB$$FastClass$$1","168 B (0%)","7 (0%)"
"com.fasterxml.jackson.module.paramnames.ParameterNamesAnnotationIntrospector","168 B (0%)","7 (0%)"
"org.springframework.cglib.proxy.CallbackInfo","168 B (0%)","7 (0%)"
"java.lang.ClassValue$Version","168 B (0%)","7 (0%)"
"sun.security.x509.NetscapeCertTypeExtension$MapEntry","168 B (0%)","7 (0%)"
"sun.management.counter.Units","168 B (0%)","7 (0%)"
"org.springframework.cloud.openfeign.support.SpringDecoder","168 B (0%)","7 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer","168 B (0%)","3 (0%)"
"com.groww.credit.vendor.commons.infrastructure.config.RedisConfig$$SpringCGLIB$$FastClass$$1","168 B (0%)","7 (0%)"
"com.groww.credit.vendor.commons.infrastructure.config.RedisConfig$$SpringCGLIB$$FastClass$$0","168 B (0%)","7 (0%)"
"io.undertow.servlet.core.ServletRequestContextThreadSetupAction$1","168 B (0%)","7 (0%)"
"io.opentelemetry.api.common.ArrayBackedAttributes","168 B (0%)","7 (0%)"
"org.springframework.integration.util.BeanFactoryTypeConverter","168 B (0%)","7 (0%)"
"io.swagger.v3.core.converter.AnnotatedType","168 B (0%)","3 (0%)"
"org.springframework.kafka.listener.ContainerProperties$AckMode","168 B (0%)","7 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain","168 B (0%)","7 (0%)"
"org.springframework.beans.propertyeditors.CustomBooleanEditor","160 B (0%)","4 (0%)"
"org.redisson.client.handler.ConnectionWatchdog","160 B (0%)","4 (0%)"
"java.util.regex.Pattern$BnM","160 B (0%)","5 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter","160 B (0%)","1 (0%)"
"org.hibernate.validator.messageinterpolation.ExpressionLanguageFeatureLevel","160 B (0%)","5 (0%)"
"io.undertow.servlet.core.ManagedFilter","160 B (0%)","5 (0%)"
"com.sun.proxy.jdk.proxy1.$Proxy28","160 B (0%)","10 (0%)"
"org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext","160 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.JsonFactory$Feature","160 B (0%)","5 (0%)"
"org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry","160 B (0%)","4 (0%)"
"org.redisson.client.handler.RedisChannelInitializer","160 B (0%)","4 (0%)"
"java.util.logging.Level[]","160 B (0%)","3 (0%)"
"com.groww.credit.vendor.idfc.application.services.IDFCVendorService","160 B (0%)","5 (0%)"
"java.text.DigitList","160 B (0%)","4 (0%)"
"org.springframework.aop.aspectj.annotation.AspectMetadata","160 B (0%)","5 (0%)"
"org.springframework.integration.IntegrationPatternType$IntegrationPatternCategory","160 B (0%)","5 (0%)"
"float[]","160 B (0%)","4 (0%)"
"org.springframework.web.context.request.RequestScope","160 B (0%)","10 (0%)"
"org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$ExtensionBean","160 B (0%)","5 (0%)"
"org.redisson.client.protocol.convertor.BooleanAmountReplayConvertor","160 B (0%)","10 (0%)"
"org.springframework.http.HttpStatus$Series","160 B (0%)","5 (0%)"
"io.netty.util.internal.ObjectPool$RecyclerObjectPool$1","160 B (0%)","4 (0%)"
"org.springframework.boot.ansi.AnsiStyle","160 B (0%)","5 (0%)"
"java.time.temporal.ChronoUnit[]","160 B (0%)","2 (0%)"
"org.yaml.snakeyaml.DumperOptions$ScalarStyle","160 B (0%)","5 (0%)"
"io.undertow.UndertowLogger_$logger","160 B (0%)","10 (0%)"
"java.time.format.DateTimeFormatterBuilder$NanosPrinterParser","160 B (0%)","4 (0%)"
"io.swagger.v3.oas.annotations.enums.ParameterIn","160 B (0%)","5 (0%)"
"org.springframework.util.unit.DataUnit","160 B (0%)","5 (0%)"
"io.netty.channel.ReflectiveChannelFactory","160 B (0%)","10 (0%)"
"okio.Segment","160 B (0%)","4 (0%)"
"jdk.internal.icu.impl.NormalizerImpl","160 B (0%)","2 (0%)"
"sun.security.ssl.NamedGroup$NamedGroupSpec","160 B (0%)","5 (0%)"
"okhttp3.TlsVersion","160 B (0%)","5 (0%)"
"java.net.NetworkInterface[]","160 B (0%)","10 (0%)"
"io.micrometer.core.instrument.cumulative.CumulativeFunctionCounter","160 B (0%)","5 (0%)"
"jdk.jfr.internal.LogLevel","160 B (0%)","5 (0%)"
"org.springframework.web.cors.DefaultCorsProcessor","160 B (0%)","10 (0%)"
"org.aspectj.internal.lang.reflect.PointcutImpl","160 B (0%)","5 (0%)"
"sun.security.x509.ExtendedKeyUsageExtension","160 B (0%)","5 (0%)"
"jdk.xml.internal.JdkProperty","160 B (0%)","5 (0%)"
"java.lang.invoke.VarHandle$AccessType","160 B (0%)","5 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper","160 B (0%)","2 (0%)"
"com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State[]","160 B (0%)","6 (0%)"
"com.groww.credit.vendor.saison.application.services.SaisonVendorService","160 B (0%)","5 (0%)"
"java.net.HostPortrange","160 B (0%)","5 (0%)"
"com.fasterxml.jackson.databind.cfg.JsonNodeFeature","160 B (0%)","5 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$HashEntry","160 B (0%)","5 (0%)"
"org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl","160 B (0%)","4 (0%)"
"io.undertow.servlet.api.FilterInfo","160 B (0%)","5 (0%)"
"java.io.BufferedWriter","160 B (0%)","4 (0%)"
"feign.CollectionFormat","160 B (0%)","5 (0%)"
"com.fasterxml.jackson.core.Base64Variant","160 B (0%)","4 (0%)"
"java.lang.invoke.MethodHandles$Lookup","160 B (0%)","5 (0%)"
"org.springframework.data.redis.core.mapping.RedisMappingContext","160 B (0%)","2 (0%)"
"org.aspectj.weaver.patterns.TypePattern[]","152 B (0%)","8 (0%)"
"java.security.cert.Certificate[]","152 B (0%)","7 (0%)"
"java.lang.String[][]","152 B (0%)","2 (0%)"
"org.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind","144 B (0%)","6 (0%)"
"org.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationType","144 B (0%)","6 (0%)"
"org.springframework.beans.factory.support.CglibSubclassingInstantiationStrategy","144 B (0%)","9 (0%)"
"org.springframework.classify.BinaryExceptionClassifier","144 B (0%)","6 (0%)"
"jdk.proxy2.$Proxy117","144 B (0%)","9 (0%)"
"io.micrometer.core.instrument.Meter$Type","144 B (0%)","6 (0%)"
"org.redisson.client.RedisPubSubConnection","144 B (0%)","2 (0%)"
"org.springframework.integration.channel.PublishSubscribeChannel","144 B (0%)","1 (0%)"
"org.springframework.kafka.KafkaException$Level","144 B (0%)","6 (0%)"
"org.springframework.data.redis.connection.jedis.JedisConnectionFactory$State","144 B (0%)","6 (0%)"
"io.netty.util.ResourceLeakDetector$DefaultResourceLeak","144 B (0%)","3 (0%)"
"org.springframework.core.convert.support.DefaultConversionService","144 B (0%)","6 (0%)"
"org.springframework.boot.actuate.autoconfigure.info.OnEnabledInfoContributorCondition","144 B (0%)","6 (0%)"
"io.swagger.v3.oas.annotations.extensions.Extension[]","144 B (0%)","9 (0%)"
"javax.management.openmbean.TabularType","144 B (0%)","3 (0%)"
"java.rmi.server.Operation","144 B (0%)","9 (0%)"
"org.springframework.beans.factory.annotation.InitDestroyAnnotationBeanPostProcessor$LifecycleMethod","144 B (0%)","6 (0%)"
"org.springframework.beans.factory.parsing.PassThroughSourceExtractor","144 B (0%)","9 (0%)"
"org.springframework.context.event.DefaultEventListenerFactory","144 B (0%)","9 (0%)"
"org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration","144 B (0%)","9 (0%)"
"org.springframework.beans.factory.parsing.FailFastProblemReporter","144 B (0%)","9 (0%)"
"java.nio.file.attribute.PosixFilePermission[]","144 B (0%)","3 (0%)"
"java.lang.invoke.VarHandle$AccessMode[]","144 B (0%)","1 (0%)"
"java.io.BufferedInputStream","144 B (0%)","3 (0%)"
"org.apache.kafka.common.network.ChannelState","144 B (0%)","6 (0%)"
"java.lang.Thread$State","144 B (0%)","6 (0%)"
"io.netty.util.ResourceLeakDetector$TraceRecord","144 B (0%)","3 (0%)"
"java.io.ObjectInputStream$ValidationList","144 B (0%)","9 (0%)"
"sun.management.NotificationEmitterSupport$ListenerInfo","144 B (0%)","6 (0%)"
"org.springframework.kafka.retrytopic.DestinationTopicPropertiesFactory$$Lambda.0x0000007001811328","144 B (0%)","6 (0%)"
"org.springframework.integration.handler.LoggingHandler$Level","144 B (0%)","6 (0%)"
"org.aspectj.lang.reflect.PerClauseKind","144 B (0%)","6 (0%)"
"org.springframework.kafka.support.LogIfLevelEnabled$Level","144 B (0%)","6 (0%)"
"okio.ByteString","144 B (0%)","6 (0%)"
"org.springframework.core.annotation.AnnotationAttributes","144 B (0%)","2 (0%)"
"org.springframework.web.util.pattern.RegexPathElement","144 B (0%)","3 (0%)"
"com.sun.management.internal.GarbageCollectionNotifInfoCompositeData","144 B (0%)","6 (0%)"
"org.springframework.messaging.handler.invocation.HandlerMethodArgumentResolverComposite","144 B (0%)","6 (0%)"
"org.redisson.client.handler.CommandPubSubDecoder","144 B (0%)","2 (0%)"
"org.redisson.pubsub.PublishSubscribeService","144 B (0%)","2 (0%)"
"org.springframework.expression.spel.ast.OpAnd","144 B (0%)","3 (0%)"
"org.springframework.beans.factory.config.DependencyDescriptor[]","144 B (0%)","6 (0%)"
"javax.management.openmbean.TabularDataSupport","144 B (0%)","6 (0%)"
"sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator","144 B (0%)","6 (0%)"
"jdk.proxy2.$Proxy45","144 B (0%)","9 (0%)"
"org.springframework.kafka.retrytopic.DestinationTopicPropertiesFactory$DestinationTopicSuffixes","144 B (0%)","6 (0%)"
"jdk.proxy2.$Proxy32","144 B (0%)","9 (0%)"
"org.springframework.boot.context.config.ConfigDataEnvironmentContributor$Kind","144 B (0%)","6 (0%)"
